locale,key,value
ex,“Playing politics“ is used to get one’s way on our team.,“Actuar políticamente” es usado como un medio para salirse uno con la suya.
og,“Playing politics“ is used to get one’s way on our team.,"""Playing politics"" is used to get one's way in our organization."
ft,“Playing politics“ is used to get one’s way on our team.,“Playing politics” is used to get one’s way in our family.
fx,“Playing politics“ is used to get one’s way on our team.,Il faut «jouer politique» lorsqu’on veut obtenir quelque chose dans notre équipe.
tx,“Playing politics“ is used to get one’s way on our team.,Playing politics is a tactic used by team members to get their way.
gb,“Playing politics“ is used to get one’s way on our team.,“Playing politics” is used to get one’s way on our team.
po,“Playing politics“ is used to get one’s way on our team.,"Na nossa equipa as pessoas usam ""manobras políticas"" para alcançar o que pretendem."
ar,“Playing politics“ is not used to get one’s way on our team.,"""الألاعيب السياسة"" لا يتم استخدامها في فريقنا ليحقق الناس أجندتهم."
da,“Playing politics“ is not used to get one’s way on our team.,"Der handles ikke strategisk i vores team, når nogen vil have deres vilje gennemtrumfet."
de,“Playing politics“ is not used to get one’s way on our team.,"In unserem Team werden keine „politischen Spielchen“ gespielt, um den eigenen Willen durchzusetzen."
el,“Playing politics“ is not used to get one’s way on our team.,"ΔΕΝ χρησιμοποιούνται ""παιχνίδια πολιτικής"" για να προοδεύσουμε και να εξελιχθούμε στην ομάδα μας."
fi,“Playing politics“ is not used to get one’s way on our team.,Tiimissämme ei käytetä “politikointia” asioiden edistämiseen.
fr,“Playing politics“ is not used to get one’s way on our team.,Il n’est pas nécessaire de « la jouer politique » lorsqu’on veut obtenir quelque chose dans notre équipe.
he,“Playing politics“ is not used to get one’s way on our team.,"בצוות שלנו ""משחקים פוליטיים"" הם לא הדרך לקדם אג'נדה אישית.
"
it,“Playing politics“ is not used to get one’s way on our team.,Non si usa fare «manovre politiche» per farsi strada nel nostro team.
ja,“Playing politics“ is not used to get one’s way on our team.,"私たちのチームでは、
自分のやり方を通すために政治的に策を弄することはありません。
"
nl,“Playing politics“ is not used to get one’s way on our team.,Er worden binnen het team geen politieke spelletjes gespeeld om de eigen zin door te drijven.
no,“Playing politics“ is not used to get one’s way on our team.,Det er ikke vanlig med lobbyvirksomhet for å få viljen sin i vårt team.
pl,“Playing politics“ is not used to get one’s way on our team.,W zespole „polityczne rozgrywki” nie są stosowane do osiągania własnych celów.
pt,“Playing politics“ is not used to get one’s way on our team.,"Em nosso time, as pessoas não usam de politicagem em interesse próprio."
ru,“Playing politics“ is not used to get one’s way on our team.,"В нашей команде не принято «играть в политику» для того, чтобы добиться своего."
es,“Playing politics“ is not used to get one’s way on our team.,En nuestro equipo no se “actúa políticamente” para obtener lo que uno quiere.
sv,“Playing politics“ is not used to get one’s way on our team.,Taktiskt “rävspel” används inte för att få sin vilja igenom i vårt team.
tr,“Playing politics“ is not used to get one’s way on our team.,Ekibimizde kişilerin işlerini halletme yöntemi olarak politik yaklaşımlar kullanılmaz.
zh,“Playing politics“ is not used to get one’s way on our team.,"在我们的团队中, “玩政治”不会被用作一种超越他人的手段."
le,“Playing politics“ is not used to get one’s way on our team.,"""Playing politics"" is not a tactic used by team members to get their way.
"
ex,“Playing politics“ is not used to get one’s way on our team.,En nuestro equipo no se “actúa políticamente” para salirse uno con la suya.
og,“Playing politics“ is not used to get one’s way on our team.,"""Playing politics"" is not used to get one's way in our organization. "
ft,“Playing politics“ is not used to get one’s way on our team.,“Playing politics” is not used to get one’s way in our family.
fx,“Playing politics“ is not used to get one’s way on our team.,Il n’est pas nécessaire de «jouer politique» lorsqu’on veut obtenir quelque chose dans notre équipe.
tx,“Playing politics“ is not used to get one’s way on our team.,Playing politics is not used by team members to get their way.
gb,“Playing politics“ is not used to get one’s way on our team.,“Playing politics” is not used to get one’s way on our team.
po,“Playing politics“ is not used to get one’s way on our team.,"Na nossa equipa as pessoas não usam ""manobras políticas"" para alcançar o que pretendem."
en,We are not afraid to take risks with each other.,We are not afraid to take risks with each other.
en,We are not afraid to take risks with each other.,We are not afraid to take risks with each other.
ar,We are not afraid to take risks with each other.,نحن لا نخاف من المخاطرة بمواجهة بعضنا البعض.
da,We are not afraid to take risks with each other.,Vi viger ikke tilbage for at løbe en risiko for hinanden.
de,We are not afraid to take risks with each other.,"Wir scheuen uns nicht, Risiken im Umgang miteinander einzugehen."
el,We are not afraid to take risks with each other.,δεν διστάζουμε να είμαστε τολμηροί – να παίρνουμε ρίσκα – στις μεταξύ μας σχέσεις.
fi,We are not afraid to take risks with each other.,Emme pelkää ottaa riskejä yhdessä.
fr,We are not afraid to take risks with each other.,Nous n’avons pas peur de prendre des risques les uns avec les autres.
he,We are not afraid to take risks with each other.,אנחנו לא חוששים לקחת סיכון אחד עם השני.
it,We are not afraid to take risks with each other.,Non abbiamo paura a prenderci rischi reciprocamente.
